,monthyear,campfilename,nationality,proportion,cmy
2301,92018,XXMalakasa-MC_GRE_012,Algerian,0.0,XXMalakasa-MC_GRE_012092018
2302,92018,Moria_GRE_001,Syrian,0.2,Moria_GRE_001092018
2303,92018,Moria_GRE_001,Iraqi,0.11,Moria_GRE_001092018
2304,92018,Moria_GRE_001,Congolese,0.08,Moria_GRE_001092018
2305,92018,Moria_GRE_001,Afghan,0.33,Moria_GRE_001092018
2306,92018,Nea-Kavala_GRE_034,Syrian,0.46,Nea-Kavala_GRE_034092018
2307,92018,Nea-Kavala_GRE_034,Iraqi,0.33,Nea-Kavala_GRE_034092018
2308,92018,Nea-Kavala_GRE_034,Congolese,0.03,Nea-Kavala_GRE_034092018
2309,92018,Nea-Kavala_GRE_034,Afghan,0.05,Nea-Kavala_GRE_034092018
2310,92018,XXPikpa-Leros_GRE_038,Syrian,0.57,XXPikpa-Leros_GRE_038092018
2311,92018,XXPikpa-Leros_GRE_038,Iraqi,0.4,XXPikpa-Leros_GRE_038092018
2312,92018,Ritsona_GRE_040,Syrian,0.69,Ritsona_GRE_040092018
2313,92018,Ritsona_GRE_040,Iraqi,0.15,Ritsona_GRE_040092018
2314,92018,Serres_GRE_042,Syrian,0.01,Serres_GRE_042092018
2315,92018,Serres_GRE_042,Yemeni,0.0,Serres_GRE_042092018
2316,92018,Serres_GRE_042,Iraqi,0.99,Serres_GRE_042092018
2317,92018,Serres_GRE_042,Congolese,0.0,Serres_GRE_042092018
2318,92018,Serres_GRE_042,Eritrean,0.0,Serres_GRE_042092018
2319,92018,Serres_GRE_042,Iranian,0.0,Serres_GRE_042092018
2320,92018,Serres_GRE_042,Pakistani,0.0,Serres_GRE_042092018
2321,92018,Serres_GRE_042,Palestinian,0.0,Serres_GRE_042092018
2322,92018,Serres_GRE_042,Afghan,0.0,Serres_GRE_042092018
2323,92018,Serres_GRE_042,Stateless,0.0,Serres_GRE_042092018
2324,92018,Serres_GRE_042,Somali,0.0,Serres_GRE_042092018
2325,92018,Serres_GRE_042,Kuwaiti,0.0,Serres_GRE_042092018
2326,92018,Serres_GRE_042,Moroccan,0.0,Serres_GRE_042092018
2327,92018,Serres_GRE_042,Egyptian,0.0,Serres_GRE_042092018
2328,92018,Serres_GRE_042,Algerian,0.0,Serres_GRE_042092018
2329,92018,Skaramangas_GRE_014,Syrian,0.57,Skaramangas_GRE_014092018
2330,92018,Skaramangas_GRE_014,Iraqi,0.24,Skaramangas_GRE_014092018
2331,92018,Skaramangas_GRE_014,Iranian,0.03,Skaramangas_GRE_014092018
2332,92018,Skaramangas_GRE_014,Afghan,0.1,Skaramangas_GRE_014092018
2333,92018,Vathi-Samos_GRE_053,Syrian,0.28,Vathi-Samos_GRE_053092018
2334,92018,Vathi-Samos_GRE_053,Iraqi,0.24,Vathi-Samos_GRE_053092018
2335,92018,Vathi-Samos_GRE_053,Congolese,0.1,Vathi-Samos_GRE_053092018
2336,92018,Veria_GRE_054,Syrian,0.68,Veria_GRE_054092018
2337,92018,Veria_GRE_054,Iraqi,0.24,Veria_GRE_054092018
2338,92018,Veria_GRE_054,Palestinian,0.02,Veria_GRE_054092018
2339,92018,Veria_GRE_054,Stateless,0.03,Veria_GRE_054092018
2340,92018,XXVial-Chios-NRC_GRE_066,Syrian,0.23,XXVial-Chios-NRC_GRE_066092018
2341,92018,XXVial-Chios-NRC_GRE_066,Iraqi,0.26,XXVial-Chios-NRC_GRE_066092018
2342,92018,XXVial-Chios-NRC_GRE_066,Afghan,0.1,XXVial-Chios-NRC_GRE_066092018
2343,92018,Volos_GRE_055,Syrian,0.53,Volos_GRE_055092018
2344,92018,Volos_GRE_055,Yemeni,0.0,Volos_GRE_055092018
2345,92018,Volos_GRE_055,Iraqi,0.4,Volos_GRE_055092018
2346,92018,Volos_GRE_055,Congolese,0.0,Volos_GRE_055092018
2347,92018,Volos_GRE_055,Eritrean,0.0,Volos_GRE_055092018
2348,92018,Volos_GRE_055,Iranian,0.0,Volos_GRE_055092018
2349,92018,Volos_GRE_055,Pakistani,0.0,Volos_GRE_055092018
2350,92018,Volos_GRE_055,Palestinian,0.0,Volos_GRE_055092018
2351,92018,Volos_GRE_055,Afghan,0.0,Volos_GRE_055092018
2352,92018,Volos_GRE_055,Stateless,0.07,Volos_GRE_055092018
2353,92018,Volos_GRE_055,Somali,0.0,Volos_GRE_055092018
2354,92018,Volos_GRE_055,Kuwaiti,0.0,Volos_GRE_055092018
2355,92018,Volos_GRE_055,Moroccan,0.0,Volos_GRE_055092018
2356,92018,Volos_GRE_055,Egyptian,0.0,Volos_GRE_055092018
2357,92018,Volos_GRE_055,Algerian,0.0,Volos_GRE_055092018
2358,12018,Adasevci_SRB_010,Afghan,0.54,Adasevci_SRB_010012018
2359,12018,Adasevci_SRB_010,Syrian,0.0,Adasevci_SRB_010012018
2360,12018,Adasevci_SRB_010,Iraqi,0.11,Adasevci_SRB_010012018
2361,12018,Adasevci_SRB_010,Pakistani,0.12,Adasevci_SRB_010012018
2362,12018,Bujanovac_SRB_001,Afghan,0.16,Bujanovac_SRB_001012018
2363,12018,Bujanovac_SRB_001,Syrian,0.04,Bujanovac_SRB_001012018
2364,12018,Bujanovac_SRB_001,Iraqi,0.33,Bujanovac_SRB_001012018
2365,12018,Bujanovac_SRB_001,Pakistani,0.03,Bujanovac_SRB_001012018
2366,12018,Divljana_SRB_002,Afghan,0.89,Divljana_SRB_002012018
2367,12018,Divljana_SRB_002,Syrian,0.0,Divljana_SRB_002012018
2368,12018,Divljana_SRB_002,Iraqi,0.07,Divljana_SRB_002012018
2369,12018,Divljana_SRB_002,Pakistani,0.01,Divljana_SRB_002012018
2370,12018,Kikinda_SRB_007,Afghan,0.75,Kikinda_SRB_007012018
2371,12018,Kikinda_SRB_007,Syrian,0.0,Kikinda_SRB_007012018
2372,12018,Kikinda_SRB_007,Iraqi,0.02,Kikinda_SRB_007012018
2373,12018,Kikinda_SRB_007,Pakistani,0.06,Kikinda_SRB_007012018
2374,12018,Krnjaca_SRB_003,Afghan,0.66,Krnjaca_SRB_003012018
2375,12018,Krnjaca_SRB_003,Syrian,0.01,Krnjaca_SRB_003012018
2376,12018,Krnjaca_SRB_003,Iraqi,0.12,Krnjaca_SRB_003012018
2377,12018,Krnjaca_SRB_003,Pakistani,0.09,Krnjaca_SRB_003012018
2378,12018,Obrenovac_SRB_011,Afghan,0.33,Obrenovac_SRB_011012018
2379,12018,Obrenovac_SRB_011,Syrian,0.0,Obrenovac_SRB_011012018
2380,12018,Obrenovac_SRB_011,Iraqi,0.01,Obrenovac_SRB_011012018
2381,12018,Obrenovac_SRB_011,Pakistani,0.51,Obrenovac_SRB_011012018
2382,12018,Pirot_SRB_005,Afghan,0.69,Pirot_SRB_005012018
2383,12018,Pirot_SRB_005,Syrian,0.0,Pirot_SRB_005012018
2384,12018,Pirot_SRB_005,Iraqi,0.18,Pirot_SRB_005012018
2385,12018,Pirot_SRB_005,Pakistani,0.04,Pirot_SRB_005012018
2386,12018,Presevo_SRB_006,Afghan,0.31,Presevo_SRB_006012018
2387,12018,Presevo_SRB_006,Syrian,0.08,Presevo_SRB_006012018
2388,12018,Presevo_SRB_006,Iraqi,0.08,Presevo_SRB_006012018
2389,12018,Presevo_SRB_006,Pakistani,0.24,Presevo_SRB_006012018
2390,12018,Sombor_SRB_008,Afghan,0.05,Sombor_SRB_008012018
2391,12018,Sombor_SRB_008,Syrian,0.0,Sombor_SRB_008012018
2392,12018,Sombor_SRB_008,Iraqi,0.54,Sombor_SRB_008012018
2393,12018,Sombor_SRB_008,Pakistani,0.4,Sombor_SRB_008012018
2394,22018,Adasevci_SRB_010,Afghan,0.55,Adasevci_SRB_010022018
2395,22018,Adasevci_SRB_010,Syrian,0.06,Adasevci_SRB_010022018
2396,22018,Adasevci_SRB_010,Iraqi,0.05,Adasevci_SRB_010022018
2397,22018,Adasevci_SRB_010,Pakistani,0.1,Adasevci_SRB_010022018
2398,22018,Bujanovac_SRB_001,Afghan,0.14,Bujanovac_SRB_001022018
2399,22018,Bujanovac_SRB_001,Syrian,0.03,Bujanovac_SRB_001022018
2400,22018,Bujanovac_SRB_001,Iraqi,0.38,Bujanovac_SRB_001022018
2401,22018,Bujanovac_SRB_001,Pakistani,0.02,Bujanovac_SRB_001022018
2402,22018,Divljana_SRB_002,Afghan,0.77,Divljana_SRB_002022018
2403,22018,Divljana_SRB_002,Syrian,0.0,Divljana_SRB_002022018
2404,22018,Divljana_SRB_002,Iraqi,0.21,Divljana_SRB_002022018
2405,22018,Divljana_SRB_002,Pakistani,0.01,Divljana_SRB_002022018
2406,22018,Kikinda_SRB_007,Afghan,0.73,Kikinda_SRB_007022018
2407,22018,Kikinda_SRB_007,Syrian,0.0,Kikinda_SRB_007022018
2408,22018,Kikinda_SRB_007,Iraqi,0.02,Kikinda_SRB_007022018
2409,22018,Kikinda_SRB_007,Pakistani,0.05,Kikinda_SRB_007022018
2410,22018,Krnjaca_SRB_003,Afghan,0.64,Krnjaca_SRB_003022018
2411,22018,Krnjaca_SRB_003,Syrian,0.01,Krnjaca_SRB_003022018
2412,22018,Krnjaca_SRB_003,Iraqi,0.14,Krnjaca_SRB_003022018
2413,22018,Krnjaca_SRB_003,Pakistani,0.08,Krnjaca_SRB_003022018
2414,22018,Obrenovac_SRB_011,Afghan,0.34,Obrenovac_SRB_011022018
2415,22018,Obrenovac_SRB_011,Syrian,0.0,Obrenovac_SRB_011022018
2416,22018,Obrenovac_SRB_011,Iraqi,0.0,Obrenovac_SRB_011022018
2417,22018,Obrenovac_SRB_011,Pakistani,0.54,Obrenovac_SRB_011022018
2418,22018,Pirot_SRB_005,Afghan,0.63,Pirot_SRB_005022018
2419,22018,Pirot_SRB_005,Syrian,0.09,Pirot_SRB_005022018
2420,22018,Pirot_SRB_005,Iraqi,0.16,Pirot_SRB_005022018
2421,22018,Pirot_SRB_005,Pakistani,0.04,Pirot_SRB_005022018
2422,22018,Presevo_SRB_006,Afghan,0.35,Presevo_SRB_006022018
2423,22018,Presevo_SRB_006,Syrian,0.1,Presevo_SRB_006022018
2424,22018,Presevo_SRB_006,Iraqi,0.05,Presevo_SRB_006022018
2425,22018,Presevo_SRB_006,Pakistani,0.21,Presevo_SRB_006022018
2426,22018,Sombor_SRB_008,Afghan,0.04,Sombor_SRB_008022018
2427,22018,Sombor_SRB_008,Syrian,0.0,Sombor_SRB_008022018
2428,22018,Sombor_SRB_008,Iraqi,0.55,Sombor_SRB_008022018
2429,22018,Sombor_SRB_008,Pakistani,0.39,Sombor_SRB_008022018
2430,32018,Adasevci_SRB_010,Afghan,0.48,Adasevci_SRB_010032018
2431,32018,Adasevci_SRB_010,Syrian,0.05,Adasevci_SRB_010032018
2432,32018,Adasevci_SRB_010,Iraqi,0.06,Adasevci_SRB_010032018
2433,32018,Adasevci_SRB_010,Pakistani,0.11,Adasevci_SRB_010032018
2434,32018,Bujanovac_SRB_001,Afghan,0.14,Bujanovac_SRB_001032018
2435,32018,Bujanovac_SRB_001,Syrian,0.06,Bujanovac_SRB_001032018
2436,32018,Bujanovac_SRB_001,Iraqi,0.15,Bujanovac_SRB_001032018
2437,32018,Bujanovac_SRB_001,Pakistani,0.0,Bujanovac_SRB_001032018
2438,32018,Divljana_SRB_002,Afghan,0.75,Divljana_SRB_002032018
2439,32018,Divljana_SRB_002,Syrian,0.0,Divljana_SRB_002032018
2440,32018,Divljana_SRB_002,Iraqi,0.24,Divljana_SRB_002032018
2441,32018,Divljana_SRB_002,Pakistani,0.0,Divljana_SRB_002032018
2442,32018,Kikinda_SRB_007,Afghan,0.78,Kikinda_SRB_007032018
2443,32018,Kikinda_SRB_007,Syrian,0.0,Kikinda_SRB_007032018
2444,32018,Kikinda_SRB_007,Iraqi,0.0,Kikinda_SRB_007032018
2445,32018,Kikinda_SRB_007,Pakistani,0.05,Kikinda_SRB_007032018
2446,32018,Krnjaca_SRB_003,Afghan,0.63,Krnjaca_SRB_003032018
2447,32018,Krnjaca_SRB_003,Syrian,0.02,Krnjaca_SRB_003032018
2448,32018,Krnjaca_SRB_003,Iraqi,0.13,Krnjaca_SRB_003032018
2449,32018,Krnjaca_SRB_003,Pakistani,0.07,Krnjaca_SRB_003032018
2450,32018,Obrenovac_SRB_011,Afghan,0.33,Obrenovac_SRB_011032018
2451,32018,Obrenovac_SRB_011,Syrian,0.0,Obrenovac_SRB_011032018
2452,32018,Obrenovac_SRB_011,Iraqi,0.0,Obrenovac_SRB_011032018
2453,32018,Obrenovac_SRB_011,Pakistani,0.56,Obrenovac_SRB_011032018
2454,32018,Pirot_SRB_005,Afghan,0.64,Pirot_SRB_005032018
2455,32018,Pirot_SRB_005,Syrian,0.09,Pirot_SRB_005032018
2456,32018,Pirot_SRB_005,Iraqi,0.16,Pirot_SRB_005032018
2457,32018,Pirot_SRB_005,Pakistani,0.03,Pirot_SRB_005032018
2458,32018,Presevo_SRB_006,Afghan,0.37,Presevo_SRB_006032018
2459,32018,Presevo_SRB_006,Syrian,0.06,Presevo_SRB_006032018
2460,32018,Presevo_SRB_006,Iraqi,0.13,Presevo_SRB_006032018
2461,32018,Presevo_SRB_006,Pakistani,0.11,Presevo_SRB_006032018
2462,32018,Sombor_SRB_008,Afghan,0.06,Sombor_SRB_008032018
2463,32018,Sombor_SRB_008,Syrian,0.0,Sombor_SRB_008032018
2464,32018,Sombor_SRB_008,Iraqi,0.55,Sombor_SRB_008032018
2465,32018,Sombor_SRB_008,Pakistani,0.36,Sombor_SRB_008032018
2466,92018,Adasevci_SRB_010,Afghan,0.18,Adasevci_SRB_010092018
2467,92018,Adasevci_SRB_010,Syrian,0.01,Adasevci_SRB_010092018
2468,92018,Adasevci_SRB_010,Iraqi,0.06,Adasevci_SRB_010092018
2469,92018,Adasevci_SRB_010,Pakistani,0.05,Adasevci_SRB_010092018
2470,92018,Bujanovac_SRB_001,Afghan,0.11,Bujanovac_SRB_001092018
2471,92018,Bujanovac_SRB_001,Syrian,0.0,Bujanovac_SRB_001092018
2472,92018,Bujanovac_SRB_001,Iraqi,0.1,Bujanovac_SRB_001092018
2473,92018,Bujanovac_SRB_001,Pakistani,0.06,Bujanovac_SRB_001092018
2474,92018,Sombor_SRB_008,Afghan,0.03,Sombor_SRB_008092018
2475,92018,Sombor_SRB_008,Syrian,0.09,Sombor_SRB_008092018
2476,92018,Sombor_SRB_008,Iraqi,0.86,Sombor_SRB_008092018
2477,92018,Sombor_SRB_008,Pakistani,0.01,Sombor_SRB_008092018
2478,92018,Kikinda_SRB_007,Afghan,0.51,Kikinda_SRB_007092018
2479,92018,Kikinda_SRB_007,Syrian,0.0,Kikinda_SRB_007092018
2480,92018,Kikinda_SRB_007,Iraqi,0.0,Kikinda_SRB_007092018
2481,92018,Kikinda_SRB_007,Pakistani,0.01,Kikinda_SRB_007092018
2482,92018,Krnjaca_SRB_003,Afghan,0.78,Krnjaca_SRB_003092018
2483,92018,Krnjaca_SRB_003,Syrian,0.0,Krnjaca_SRB_003092018
2484,92018,Krnjaca_SRB_003,Iraqi,0.01,Krnjaca_SRB_003092018
2485,92018,Krnjaca_SRB_003,Pakistani,0.04,Krnjaca_SRB_003092018
2486,92018,Obrenovac_SRB_011,Afghan,0.27,Obrenovac_SRB_011092018
2487,92018,Obrenovac_SRB_011,Syrian,0.0,Obrenovac_SRB_011092018
2488,92018,Obrenovac_SRB_011,Iraqi,0.01,Obrenovac_SRB_011092018
2489,92018,Obrenovac_SRB_011,Pakistani,0.67,Obrenovac_SRB_011092018
2490,92018,Pirot_SRB_005,Afghan,0.2,Pirot_SRB_005092018
2491,92018,Pirot_SRB_005,Syrian,0.01,Pirot_SRB_005092018
2492,92018,Pirot_SRB_005,Iraqi,0.13,Pirot_SRB_005092018
2493,92018,Pirot_SRB_005,Pakistani,0.11,Pirot_SRB_005092018
