,Unnamed: 0,monthyear,campfilename,nationality,proportion,cmy
1186,1186,32018,Eleonas_GRE_013,Afghan,0.4,Eleonas_GRE_013 032018
1187,1187,32018,XXFilipiada_GRE_019,Syrian,0.38,XXFilipiada_GRE_019032018
1188,1188,32018,XXFilipiada_GRE_019,Yemeni,0.0,XXFilipiada_GRE_019032018
1189,1189,32018,XXFilipiada_GRE_019,Iraqi,0.26,XXFilipiada_GRE_019032018
1190,1190,32018,XXFilipiada_GRE_019,Congolese,0.0,XXFilipiada_GRE_019032018
1191,1191,32018,XXFilipiada_GRE_019,Eritrean,0.0,XXFilipiada_GRE_019032018
1192,1192,32018,XXFilipiada_GRE_019,Iranian,0.04,XXFilipiada_GRE_019032018
1193,1193,32018,XXFilipiada_GRE_019,Pakistani,0.05,XXFilipiada_GRE_019032018
1194,1194,32018,XXFilipiada_GRE_019,Palestinian,0.0,XXFilipiada_GRE_019032018
1195,1195,32018,XXFilipiada_GRE_019,Afghan,0.27,XXFilipiada_GRE_019032018
1196,1196,32018,XXFilipiada_GRE_019,Stateless,0.0,XXFilipiada_GRE_019032018
1197,1197,32018,XXFilipiada_GRE_019,Somali,0.0,XXFilipiada_GRE_019032018
1198,1198,32018,XXFilipiada_GRE_019,Kuwaiti,0.0,XXFilipiada_GRE_019032018
1199,1199,32018,XXFilipiada_GRE_019,Moroccan,0.0,XXFilipiada_GRE_019032018
1200,1200,32018,XXFilipiada_GRE_019,Egyptian,0.0,XXFilipiada_GRE_019032018
1201,1201,32018,XXFilipiada_GRE_019,Algerian,0.0,XXFilipiada_GRE_019032018
1202,1202,32018,Kato-Milia_GRE_061,Syrian,0.64,Kato-Milia_GRE_061032018
1203,1203,32018,Kato-Milia_GRE_061,Iraqi,0.13,Kato-Milia_GRE_061032018
1204,1204,32018,Kato-Milia_GRE_061,Palestinian,0.06,Kato-Milia_GRE_061032018
1205,1205,32018,Kato-Milia_GRE_061,Afghan,0.12,Kato-Milia_GRE_061032018
1206,1206,32018,Kavala_GRE_024,Syrian,0.32,Kavala_GRE_024 032018
1207,1207,32018,Kavala_GRE_024,Iraqi,0.23,Kavala_GRE_024 032018
1208,1208,32018,Kavala_GRE_024,Iranian,0.04,Kavala_GRE_024 032018
1209,1209,32018,Kavala_GRE_024,Pakistani,0.06,Kavala_GRE_024 032018
1210,1210,32018,Kavala_GRE_024,Afghan,0.21,Kavala_GRE_024 032018
1211,1211,32018,XXKonitsa_GRE_026,Syrian,1.0,XXKonitsa_GRE_026032018
1212,1212,32018,XXKonitsa_GRE_026,Yemeni,0.0,XXKonitsa_GRE_026032018
1213,1213,32018,XXKonitsa_GRE_026,Iraqi,0.0,XXKonitsa_GRE_026032018
1214,1214,32018,XXKonitsa_GRE_026,Congolese,0.0,XXKonitsa_GRE_026032018
1215,1215,32018,XXKonitsa_GRE_026,Eritrean,0.0,XXKonitsa_GRE_026032018
1216,1216,32018,XXKonitsa_GRE_026,Iranian,0.0,XXKonitsa_GRE_026032018
1217,1217,32018,XXKonitsa_GRE_026,Pakistani,0.0,XXKonitsa_GRE_026032018
1218,1218,32018,XXKonitsa_GRE_026,Palestinian,0.0,XXKonitsa_GRE_026032018
1219,1219,32018,XXKonitsa_GRE_026,Afghan,0.0,XXKonitsa_GRE_026032018
1220,1220,32018,XXKonitsa_GRE_026,Stateless,0.0,XXKonitsa_GRE_026032018
1221,1221,32018,XXKonitsa_GRE_026,Somali,0.0,XXKonitsa_GRE_026032018
1222,1222,32018,XXKonitsa_GRE_026,Kuwaiti,0.0,XXKonitsa_GRE_026032018
1223,1223,32018,XXKonitsa_GRE_026,Moroccan,0.0,XXKonitsa_GRE_026032018
1224,1224,32018,XXKonitsa_GRE_026,Egyptian,0.0,XXKonitsa_GRE_026032018
1225,1225,32018,XXKonitsa_GRE_026,Algerian,0.0,XXKonitsa_GRE_026032018
1226,1226,32018,Koutsochero_GRE_028,Syrian,0.5,Koutsochero_GRE_028 032018
1227,1227,32018,Koutsochero_GRE_028,Iraqi,0.23,Koutsochero_GRE_028 032018
1228,1228,32018,Koutsochero_GRE_028,Congolese,0.07,Koutsochero_GRE_028 032018
1229,1229,32018,Koutsochero_GRE_028,Afghan,0.06,Koutsochero_GRE_028 032018
1230,1230,32018,Lagkadikia_GRE_029,Syrian,0.58,Lagkadikia_GRE_029 032018
1231,1231,32018,Lagkadikia_GRE_029,Iraqi,0.31,Lagkadikia_GRE_029 032018
1232,1232,32018,Lagkadikia_GRE_029,Iranian,0.02,Lagkadikia_GRE_029 032018
1233,1233,32018,Lagkadikia_GRE_029,Pakistani,0.03,Lagkadikia_GRE_029 032018
1234,1234,32018,Lavrio-New_GRE_030,Syrian,0.47,Lavrio-New_GRE_030 032018
1235,1235,32018,Lavrio-New_GRE_030,Iraqi,0.13,Lavrio-New_GRE_030 032018
1236,1236,32018,Lavrio-New_GRE_030,Iranian,0.04,Lavrio-New_GRE_030 032018
1237,1237,32018,Lavrio-New_GRE_030,Afghan,0.13,Lavrio-New_GRE_030 032018
1238,1238,32018,Leros-Lepida_GRE_032,Syrian,0.03,Leros-Lepida_GRE_032032018
1239,1239,32018,Leros-Lepida_GRE_032,Yemeni,0.0,Leros-Lepida_GRE_032032018
1240,1240,32018,Leros-Lepida_GRE_032,Iraqi,0.26,Leros-Lepida_GRE_032032018
1241,1241,32018,Leros-Lepida_GRE_032,Congolese,0.0,Leros-Lepida_GRE_032032018
1242,1242,32018,Leros-Lepida_GRE_032,Eritrean,0.0,Leros-Lepida_GRE_032032018
1243,1243,32018,Leros-Lepida_GRE_032,Iranian,0.08,Leros-Lepida_GRE_032032018
1244,1244,32018,Leros-Lepida_GRE_032,Pakistani,0.01,Leros-Lepida_GRE_032032018
1245,1245,32018,Leros-Lepida_GRE_032,Palestinian,0.0,Leros-Lepida_GRE_032032018
1246,1246,32018,Leros-Lepida_GRE_032,Afghan,0.62,Leros-Lepida_GRE_032032018
1247,1247,32018,Leros-Lepida_GRE_032,Stateless,0.0,Leros-Lepida_GRE_032032018
1248,1248,32018,Leros-Lepida_GRE_032,Somali,0.0,Leros-Lepida_GRE_032032018
1249,1249,32018,Leros-Lepida_GRE_032,Kuwaiti,0.0,Leros-Lepida_GRE_032032018
1250,1250,32018,Leros-Lepida_GRE_032,Moroccan,0.0,Leros-Lepida_GRE_032032018
1251,1251,32018,Leros-Lepida_GRE_032,Egyptian,0.0,Leros-Lepida_GRE_032032018
1252,1252,32018,Leros-Lepida_GRE_032,Algerian,0.0,Leros-Lepida_GRE_032032018
1253,1253,32018,XXMalakasa-MC_GRE_012,Syrian,0.03,XXMalakasa-MC_GRE_012032018
1254,1254,32018,XXMalakasa-MC_GRE_012,Yemeni,0.0,XXMalakasa-MC_GRE_012032018
1255,1255,32018,XXMalakasa-MC_GRE_012,Iraqi,0.26,XXMalakasa-MC_GRE_012032018
1256,1256,32018,XXMalakasa-MC_GRE_012,Congolese,0.0,XXMalakasa-MC_GRE_012032018
1257,1257,32018,XXMalakasa-MC_GRE_012,Eritrean,0.0,XXMalakasa-MC_GRE_012032018
1258,1258,32018,XXMalakasa-MC_GRE_012,Iranian,0.08,XXMalakasa-MC_GRE_012032018
1259,1259,32018,XXMalakasa-MC_GRE_012,Pakistani,0.01,XXMalakasa-MC_GRE_012032018
1260,1260,32018,XXMalakasa-MC_GRE_012,Palestinian,0.0,XXMalakasa-MC_GRE_012032018
1261,1261,32018,XXMalakasa-MC_GRE_012,Afghan,0.62,XXMalakasa-MC_GRE_012032018
1262,1262,32018,XXMalakasa-MC_GRE_012,Stateless,0.0,XXMalakasa-MC_GRE_012032018
1263,1263,32018,XXMalakasa-MC_GRE_012,Somali,0.0,XXMalakasa-MC_GRE_012032018
1264,1264,32018,XXMalakasa-MC_GRE_012,Kuwaiti,0.0,XXMalakasa-MC_GRE_012032018
1265,1265,32018,XXMalakasa-MC_GRE_012,Moroccan,0.0,XXMalakasa-MC_GRE_012032018
1266,1266,32018,XXMalakasa-MC_GRE_012,Egyptian,0.0,XXMalakasa-MC_GRE_012032018
1267,1267,32018,XXMalakasa-MC_GRE_012,Algerian,0.0,XXMalakasa-MC_GRE_012032018
1268,1268,32018,Moria_GRE_001,Syrian,0.33,Moria_GRE_001032018
1269,1269,32018,Moria_GRE_001,Iraqi,0.16,Moria_GRE_001032018
1270,1270,32018,Moria_GRE_001,Congolese,0.06,Moria_GRE_001032018
1271,1271,32018,Moria_GRE_001,Afghan,0.19,Moria_GRE_001032018
1272,1272,32018,Nea-Kavala_GRE_034,Syrian,0.27,Nea-Kavala_GRE_034032018
1273,1273,32018,Nea-Kavala_GRE_034,Iraqi,0.14,Nea-Kavala_GRE_034032018
1274,1274,32018,Nea-Kavala_GRE_034,Congolese,0.09,Nea-Kavala_GRE_034032018
1275,1275,32018,Nea-Kavala_GRE_034,Eritrean,0.1,Nea-Kavala_GRE_034032018
1276,1276,32018,Ritsona_GRE_040,Syrian,0.74,Ritsona_GRE_040032018
1277,1277,32018,Ritsona_GRE_040,Iraqi,0.12,Ritsona_GRE_040032018
1278,1278,32018,Ritsona_GRE_040,Palestinian,0.02,Ritsona_GRE_040032018
1279,1279,32018,Ritsona_GRE_040,Somali,0.01,Ritsona_GRE_040032018
1280,1280,32018,Serres_GRE_042,Syrian,0.01,Serres_GRE_042032018
1281,1281,32018,Serres_GRE_042,Yemeni,0.0,Serres_GRE_042032018
1282,1282,32018,Serres_GRE_042,Iraqi,0.99,Serres_GRE_042032018
1283,1283,32018,Serres_GRE_042,Congolese,0.0,Serres_GRE_042032018
1284,1284,32018,Serres_GRE_042,Eritrean,0.0,Serres_GRE_042032018
1285,1285,32018,Serres_GRE_042,Iranian,0.0,Serres_GRE_042032018
1286,1286,32018,Serres_GRE_042,Pakistani,0.0,Serres_GRE_042032018
1287,1287,32018,Serres_GRE_042,Palestinian,0.0,Serres_GRE_042032018
1288,1288,32018,Serres_GRE_042,Afghan,0.0,Serres_GRE_042032018
1289,1289,32018,Serres_GRE_042,Stateless,0.0,Serres_GRE_042032018
1290,1290,32018,Serres_GRE_042,Somali,0.0,Serres_GRE_042032018
1291,1291,32018,Serres_GRE_042,Kuwaiti,0.0,Serres_GRE_042032018
1292,1292,32018,Serres_GRE_042,Moroccan,0.0,Serres_GRE_042032018
1293,1293,32018,Serres_GRE_042,Egyptian,0.0,Serres_GRE_042032018
1294,1294,32018,Serres_GRE_042,Algerian,0.0,Serres_GRE_042032018
1295,1295,32018,Skaramangas_GRE_014,Syrian,0.56,Skaramangas_GRE_014032018
1296,1296,32018,Skaramangas_GRE_014,Yemeni,0.0,Skaramangas_GRE_014032018
1297,1297,32018,Skaramangas_GRE_014,Iraqi,0.33,Skaramangas_GRE_014032018
1298,1298,32018,Skaramangas_GRE_014,Congolese,0.0,Skaramangas_GRE_014032018
1299,1299,32018,Skaramangas_GRE_014,Eritrean,0.0,Skaramangas_GRE_014032018
1300,1300,32018,Skaramangas_GRE_014,Iranian,0.01,Skaramangas_GRE_014032018
1301,1301,32018,Skaramangas_GRE_014,Pakistani,0.0,Skaramangas_GRE_014032018
1302,1302,32018,Skaramangas_GRE_014,Palestinian,0.0,Skaramangas_GRE_014032018
1303,1303,32018,Skaramangas_GRE_014,Afghan,0.09,Skaramangas_GRE_014032018
1304,1304,32018,Skaramangas_GRE_014,Stateless,0.0,Skaramangas_GRE_014032018
1305,1305,32018,Skaramangas_GRE_014,Somali,0.0,Skaramangas_GRE_014032018
1306,1306,32018,Skaramangas_GRE_014,Kuwaiti,0.0,Skaramangas_GRE_014032018
1307,1307,32018,Skaramangas_GRE_014,Moroccan,0.0,Skaramangas_GRE_014032018
1308,1308,32018,Skaramangas_GRE_014,Egyptian,0.0,Skaramangas_GRE_014032018
1309,1309,32018,Skaramangas_GRE_014,Algerian,0.0,Skaramangas_GRE_014032018
1310,1310,32018,Vathi-Samos_GRE_053,Syrian,0.27,Vathi-Samos_GRE_053032018
1311,1311,32018,Vathi-Samos_GRE_053,Iraqi,0.3,Vathi-Samos_GRE_053032018
1312,1312,32018,Vathi-Samos_GRE_053,Congolese,0.06,Vathi-Samos_GRE_053032018
1313,1313,32018,Vathi-Samos_GRE_053,Afghan,0.11,Vathi-Samos_GRE_053032018
1314,1314,32018,Veria_GRE_054,Syrian,0.81,Veria_GRE_054032018
1315,1315,32018,Veria_GRE_054,Yemeni,0.0,Veria_GRE_054032018
1316,1316,32018,Veria_GRE_054,Iraqi,0.09,Veria_GRE_054032018
1317,1317,32018,Veria_GRE_054,Congolese,0.0,Veria_GRE_054032018
1318,1318,32018,Veria_GRE_054,Eritrean,0.0,Veria_GRE_054032018
1319,1319,32018,Veria_GRE_054,Iranian,0.0,Veria_GRE_054032018
1320,1320,32018,Veria_GRE_054,Pakistani,0.0,Veria_GRE_054032018
1321,1321,32018,Veria_GRE_054,Palestinian,0.07,Veria_GRE_054032018
1322,1322,32018,Veria_GRE_054,Afghan,0.0,Veria_GRE_054032018
1323,1323,32018,Veria_GRE_054,Stateless,0.0,Veria_GRE_054032018
1324,1324,32018,Veria_GRE_054,Somali,0.0,Veria_GRE_054032018
1325,1325,32018,Veria_GRE_054,Kuwaiti,0.03,Veria_GRE_054032018
1326,1326,32018,Veria_GRE_054,Moroccan,0.0,Veria_GRE_054032018
1327,1327,32018,Veria_GRE_054,Egyptian,0.0,Veria_GRE_054032018
1328,1328,32018,Veria_GRE_054,Algerian,0.0,Veria_GRE_054032018
1329,1329,32018,XXVial-Chios-NRC_GRE_066,Syrian,0.27,XXVial-Chios-NRC_GRE_066032018
1330,1330,32018,XXVial-Chios-NRC_GRE_066,Iraqi,0.3,XXVial-Chios-NRC_GRE_066032018
1331,1331,32018,XXVial-Chios-NRC_GRE_066,Palestinian,0.03,XXVial-Chios-NRC_GRE_066032018
1332,1332,32018,XXVial-Chios-NRC_GRE_066,Afghan,0.13,XXVial-Chios-NRC_GRE_066032018
1333,1333,72018,Alexandria-Ref_GRE_003,Syrian,0.4,Alexandria-Ref_GRE_003072018
1334,1334,72018,Alexandria-Ref_GRE_003,Iraqi,0.28,Alexandria-Ref_GRE_003072018
1335,1335,72018,Alexandria-Ref_GRE_003,Pakistani,0.1,Alexandria-Ref_GRE_003072018
1336,1336,72018,Alexandria-Ref_GRE_003,Palestinian,0.02,Alexandria-Ref_GRE_003072018
1337,1337,72018,Andravida_GRE_004,Syrian,0.98,Andravida_GRE_004072018
1338,1338,72018,Andravida_GRE_004,Yemeni,0.0,Andravida_GRE_004072018
1339,1339,72018,Andravida_GRE_004,Iraqi,0.02,Andravida_GRE_004072018
1340,1340,72018,Andravida_GRE_004,Congolese,0.0,Andravida_GRE_004072018
1341,1341,72018,Andravida_GRE_004,Eritrean,0.0,Andravida_GRE_004072018
1342,1342,72018,Andravida_GRE_004,Iranian,0.0,Andravida_GRE_004072018
1343,1343,72018,Andravida_GRE_004,Pakistani,0.0,Andravida_GRE_004072018
1344,1344,72018,Andravida_GRE_004,Palestinian,0.0,Andravida_GRE_004072018
1345,1345,72018,Andravida_GRE_004,Afghan,0.0,Andravida_GRE_004072018
1346,1346,72018,Andravida_GRE_004,Stateless,0.0,Andravida_GRE_004072018
1347,1347,72018,Andravida_GRE_004,Somali,0.0,Andravida_GRE_004072018
1348,1348,72018,Andravida_GRE_004,Kuwaiti,0.0,Andravida_GRE_004072018
1349,1349,72018,Andravida_GRE_004,Moroccan,0.0,Andravida_GRE_004072018
1350,1350,72018,Andravida_GRE_004,Egyptian,0.0,Andravida_GRE_004072018
1351,1351,72018,Andravida_GRE_004,Algerian,0.0,Andravida_GRE_004072018
1352,1352,72018,Diavata_GRE_008,Syrian,0.6,Diavata_GRE_008072018
1353,1353,72018,Diavata_GRE_008,Iranian,0.15,Diavata_GRE_008072018
1354,1354,72018,Diavata_GRE_008,Afghan,0.2,Diavata_GRE_008072018
1355,1355,72018,XXDoliana_GRE_007,Syrian,0.53,XXDoliana_GRE_007072018
1356,1356,72018,XXDoliana_GRE_007,Yemeni,0.0,XXDoliana_GRE_007072018
1357,1357,72018,XXDoliana_GRE_007,Iraqi,0.42,XXDoliana_GRE_007072018
1358,1358,72018,XXDoliana_GRE_007,Congolese,0.0,XXDoliana_GRE_007072018
1359,1359,72018,XXDoliana_GRE_007,Eritrean,0.0,XXDoliana_GRE_007072018
1360,1360,72018,XXDoliana_GRE_007,Iranian,0.0,XXDoliana_GRE_007072018
1361,1361,72018,XXDoliana_GRE_007,Pakistani,0.0,XXDoliana_GRE_007072018
1362,1362,72018,XXDoliana_GRE_007,Palestinian,0.0,XXDoliana_GRE_007072018
1363,1363,72018,XXDoliana_GRE_007,Afghan,0.0,XXDoliana_GRE_007072018
1364,1364,72018,XXDoliana_GRE_007,Stateless,0.0,XXDoliana_GRE_007072018
1365,1365,72018,XXDoliana_GRE_007,Somali,0.0,XXDoliana_GRE_007072018
1366,1366,72018,XXDoliana_GRE_007,Kuwaiti,0.05,XXDoliana_GRE_007072018
1367,1367,72018,XXDoliana_GRE_007,Moroccan,0.0,XXDoliana_GRE_007072018
1368,1368,72018,XXDoliana_GRE_007,Egyptian,0.0,XXDoliana_GRE_007072018
1369,1369,72018,XXDoliana_GRE_007,Algerian,0.0,XXDoliana_GRE_007072018
1370,1370,72018,Drama_GRE_011,Syrian,0.48,Drama_GRE_011072018
1371,1371,72018,Drama_GRE_011,Yemeni,0.0,Drama_GRE_011072018
1372,1372,72018,Drama_GRE_011,Iraqi,0.47,Drama_GRE_011072018
1373,1373,72018,Drama_GRE_011,Congolese,0.0,Drama_GRE_011072018
1374,1374,72018,Drama_GRE_011,Eritrean,0.0,Drama_GRE_011072018
1375,1375,72018,Drama_GRE_011,Iranian,0.0,Drama_GRE_011072018
1376,1376,72018,Drama_GRE_011,Pakistani,0.0,Drama_GRE_011072018
1377,1377,72018,Drama_GRE_011,Palestinian,0.0,Drama_GRE_011072018
1378,1378,72018,Drama_GRE_011,Afghan,0.0,Drama_GRE_011072018
1379,1379,72018,Drama_GRE_011,Stateless,0.04,Drama_GRE_011072018
1380,1380,72018,Drama_GRE_011,Somali,0.0,Drama_GRE_011072018
1381,1381,72018,Drama_GRE_011,Kuwaiti,0.0,Drama_GRE_011072018
1382,1382,72018,Drama_GRE_011,Moroccan,0.0,Drama_GRE_011072018
1383,1383,72018,Drama_GRE_011,Egyptian,0.0,Drama_GRE_011072018
1384,1384,72018,Drama_GRE_011,Algerian,0.0,Drama_GRE_011072018
1385,1385,72018,Eleonas_GRE_013,Syrian,0.27,Eleonas_GRE_013 072018
1386,1386,72018,Eleonas_GRE_013,Iranian,0.08,Eleonas_GRE_013 072018
1387,1387,72018,Eleonas_GRE_013,Pakistani,0.06,Eleonas_GRE_013 072018
1388,1388,72018,Eleonas_GRE_013,Afghan,0.4,Eleonas_GRE_013 072018
1389,1389,72018,XXFilipiada_GRE_019,Syrian,0.22,XXFilipiada_GRE_019072018
1390,1390,72018,XXFilipiada_GRE_019,Iraqi,0.37,XXFilipiada_GRE_019072018
1391,1391,72018,XXFilipiada_GRE_019,Iranian,0.05,XXFilipiada_GRE_019072018
1392,1392,72018,XXFilipiada_GRE_019,Afghan,0.34,XXFilipiada_GRE_019072018
1393,1393,72018,Kato-Milia_GRE_061,Syrian,0.62,Kato-Milia_GRE_061072018
1394,1394,72018,Kato-Milia_GRE_061,Iraqi,0.2,Kato-Milia_GRE_061072018
1395,1395,72018,Kato-Milia_GRE_061,Palestinian,0.05,Kato-Milia_GRE_061072018
1396,1396,72018,Kato-Milia_GRE_061,Afghan,0.07,Kato-Milia_GRE_061072018
1397,1397,72018,Kavala_GRE_024,Syrian,0.44,Kavala_GRE_024072018
1398,1398,72018,Kavala_GRE_024,Iraqi,0.31,Kavala_GRE_024072018
1399,1399,72018,Kavala_GRE_024,Congolese,0.08,Kavala_GRE_024072018
1400,1400,72018,Kavala_GRE_024,Afghan,0.05,Kavala_GRE_024072018
1401,1401,72018,XXKonitsa_GRE_026,Syrian,1.0,XXKonitsa_GRE_026072018
1402,1402,72018,XXKonitsa_GRE_026,Yemeni,0.0,XXKonitsa_GRE_026072018
1403,1403,72018,XXKonitsa_GRE_026,Iraqi,0.0,XXKonitsa_GRE_026072018
1404,1404,72018,XXKonitsa_GRE_026,Congolese,0.0,XXKonitsa_GRE_026072018
1405,1405,72018,XXKonitsa_GRE_026,Eritrean,0.0,XXKonitsa_GRE_026072018
1406,1406,72018,XXKonitsa_GRE_026,Iranian,0.0,XXKonitsa_GRE_026072018
1407,1407,72018,XXKonitsa_GRE_026,Pakistani,0.0,XXKonitsa_GRE_026072018
1408,1408,72018,XXKonitsa_GRE_026,Palestinian,0.0,XXKonitsa_GRE_026072018
1409,1409,72018,XXKonitsa_GRE_026,Afghan,0.0,XXKonitsa_GRE_026072018
1410,1410,72018,XXKonitsa_GRE_026,Stateless,0.0,XXKonitsa_GRE_026072018
1411,1411,72018,XXKonitsa_GRE_026,Somali,0.0,XXKonitsa_GRE_026072018
1412,1412,72018,XXKonitsa_GRE_026,Kuwaiti,0.0,XXKonitsa_GRE_026072018
1413,1413,72018,XXKonitsa_GRE_026,Moroccan,0.0,XXKonitsa_GRE_026072018
1414,1414,72018,XXKonitsa_GRE_026,Egyptian,0.0,XXKonitsa_GRE_026072018
1415,1415,72018,XXKonitsa_GRE_026,Algerian,0.0,XXKonitsa_GRE_026072018
1416,1416,72018,Kos_GRE_027,Syrian,0.19,Kos_GRE_027072018
1417,1417,72018,Kos_GRE_027,Iraqi,0.54,Kos_GRE_027072018
1418,1418,72018,Kos_GRE_027,Palestinian,0.06,Kos_GRE_027072018
1419,1419,72018,Kos_GRE_027,Stateless,0.06,Kos_GRE_027072018
1420,1420,72018,Koutsochero_GRE_028,Syrian,0.51,Koutsochero_GRE_028 072018
1421,1421,72018,Koutsochero_GRE_028,Iraqi,0.23,Koutsochero_GRE_028 072018
1422,1422,72018,Koutsochero_GRE_028,Congolese,0.03,Koutsochero_GRE_028 072018
1423,1423,72018,Koutsochero_GRE_028,Afghan,0.07,Koutsochero_GRE_028 072018
1424,1424,72018,Lagkadikia_GRE_029,Syrian,0.51,Lagkadikia_GRE_029072018
1425,1425,72018,Lagkadikia_GRE_029,Iraqi,0.37,Lagkadikia_GRE_029072018
1426,1426,72018,Lagkadikia_GRE_029,Iranian,0.05,Lagkadikia_GRE_029072018
1427,1427,72018,Lagkadikia_GRE_029,Pakistani,0.03,Lagkadikia_GRE_029072018
1428,1428,72018,Lavrio-New_GRE_030,Syrian,0.52,Lavrio-New_GRE_030 072018
1429,1429,72018,Lavrio-New_GRE_030,Iraqi,0.11,Lavrio-New_GRE_030 072018
1430,1430,72018,Lavrio-New_GRE_030,Congolese,0.07,Lavrio-New_GRE_030 072018
1431,1431,72018,Lavrio-New_GRE_030,Afghan,0.12,Lavrio-New_GRE_030 072018
1432,1432,72018,Leros-Lepida_GRE_032,Syrian,0.48,Leros-Lepida_GRE_032072018
1433,1433,72018,Leros-Lepida_GRE_032,Iraqi,0.29,Leros-Lepida_GRE_032072018
1434,1434,72018,Leros-Lepida_GRE_032,Iranian,0.03,Leros-Lepida_GRE_032072018
1435,1435,72018,Leros-Lepida_GRE_032,Afghan,0.07,Leros-Lepida_GRE_032072018
1436,1436,72018,XXMalakasa-MC_GRE_012,Syrian,0.2,XXMalakasa-MC_GRE_012072018
1437,1437,72018,XXMalakasa-MC_GRE_012,Yemeni,0.0,XXMalakasa-MC_GRE_012072018
1438,1438,72018,XXMalakasa-MC_GRE_012,Iraqi,0.16,XXMalakasa-MC_GRE_012072018
1439,1439,72018,XXMalakasa-MC_GRE_012,Congolese,0.0,XXMalakasa-MC_GRE_012072018
1440,1440,72018,XXMalakasa-MC_GRE_012,Eritrean,0.0,XXMalakasa-MC_GRE_012072018
1441,1441,72018,XXMalakasa-MC_GRE_012,Iranian,0.07,XXMalakasa-MC_GRE_012072018
1442,1442,72018,XXMalakasa-MC_GRE_012,Pakistani,0.01,XXMalakasa-MC_GRE_012072018
1443,1443,72018,XXMalakasa-MC_GRE_012,Palestinian,0.0,XXMalakasa-MC_GRE_012072018
1444,1444,72018,XXMalakasa-MC_GRE_012,Afghan,0.56,XXMalakasa-MC_GRE_012072018
1445,1445,72018,XXMalakasa-MC_GRE_012,Stateless,0.0,XXMalakasa-MC_GRE_012072018
1446,1446,72018,XXMalakasa-MC_GRE_012,Somali,0.0,XXMalakasa-MC_GRE_012072018
1447,1447,72018,XXMalakasa-MC_GRE_012,Kuwaiti,0.0,XXMalakasa-MC_GRE_012072018
1448,1448,72018,XXMalakasa-MC_GRE_012,Moroccan,0.0,XXMalakasa-MC_GRE_012072018
1449,1449,72018,XXMalakasa-MC_GRE_012,Egyptian,0.0,XXMalakasa-MC_GRE_012072018
1450,1450,72018,XXMalakasa-MC_GRE_012,Algerian,0.0,XXMalakasa-MC_GRE_012072018
1451,1451,72018,Moria_GRE_001,Syrian,0.33,Moria_GRE_001072018
1452,1452,72018,Moria_GRE_001,Iraqi,0.14,Moria_GRE_001072018
1453,1453,72018,Moria_GRE_001,Congolese,0.08,Moria_GRE_001072018
1454,1454,72018,Moria_GRE_001,Afghan,0.2,Moria_GRE_001072018
1455,1455,72018,Nea-Kavala_GRE_034,Syrian,0.44,Nea-Kavala_GRE_034072018
1456,1456,72018,Nea-Kavala_GRE_034,Iraqi,0.31,Nea-Kavala_GRE_034072018
1457,1457,72018,Nea-Kavala_GRE_034,Congolese,0.08,Nea-Kavala_GRE_034072018
1458,1458,72018,Nea-Kavala_GRE_034,Afghan,0.05,Nea-Kavala_GRE_034072018
1459,1459,72018,XXPikpa-Leros_GRE_038,Syrian,0.7,XXPikpa-Leros_GRE_038072018
1460,1460,72018,XXPikpa-Leros_GRE_038,Iraqi,0.25,XXPikpa-Leros_GRE_038072018
1461,1461,72018,Ritsona_GRE_040,Syrian,0.74,Ritsona_GRE_040072018
1462,1462,72018,Ritsona_GRE_040,Yemeni,0.0,Ritsona_GRE_040072018
1463,1463,72018,Ritsona_GRE_040,Iraqi,0.18,Ritsona_GRE_040072018
1464,1464,72018,Ritsona_GRE_040,Congolese,0.03,Ritsona_GRE_040072018
1465,1465,72018,Ritsona_GRE_040,Eritrean,0.0,Ritsona_GRE_040072018
1466,1466,72018,Ritsona_GRE_040,Iranian,0.0,Ritsona_GRE_040072018
1467,1467,72018,Ritsona_GRE_040,Pakistani,0.0,Ritsona_GRE_040072018
1468,1468,72018,Ritsona_GRE_040,Palestinian,0.03,Ritsona_GRE_040072018
1469,1469,72018,Ritsona_GRE_040,Afghan,0.0,Ritsona_GRE_040072018
1470,1470,72018,Ritsona_GRE_040,Stateless,0.0,Ritsona_GRE_040072018
1471,1471,72018,Ritsona_GRE_040,Somali,0.03,Ritsona_GRE_040072018
1472,1472,72018,Ritsona_GRE_040,Kuwaiti,0.0,Ritsona_GRE_040072018
1473,1473,72018,Ritsona_GRE_040,Moroccan,0.0,Ritsona_GRE_040072018
1474,1474,72018,Ritsona_GRE_040,Egyptian,0.0,Ritsona_GRE_040072018
1475,1475,72018,Ritsona_GRE_040,Algerian,0.0,Ritsona_GRE_040072018
1476,1476,72018,Serres_GRE_042,Syrian,0.01,Serres_GRE_042072018
1477,1477,72018,Serres_GRE_042,Yemeni,0.0,Serres_GRE_042072018
1478,1478,72018,Serres_GRE_042,Iraqi,0.99,Serres_GRE_042072018
1479,1479,72018,Serres_GRE_042,Congolese,0.0,Serres_GRE_042072018
1480,1480,72018,Serres_GRE_042,Eritrean,0.0,Serres_GRE_042072018
1481,1481,72018,Serres_GRE_042,Iranian,0.0,Serres_GRE_042072018
1482,1482,72018,Serres_GRE_042,Pakistani,0.0,Serres_GRE_042072018
1483,1483,72018,Serres_GRE_042,Palestinian,0.0,Serres_GRE_042072018
